"id","tmax","num_tiles","frame_width","frame_height","tiles","has_solutions","recursions"
1,6,6,9,9,"[{""X"":6,""Y"":4},{""X"":6,""Y"":2},{""X"":5,""Y"":3},{""X"":5,""Y"":2},{""X"":4,""Y"":3},{""X"":4,""Y"":2}]",0,384
2,6,6,10,6,"[{""X"":6,""Y"":2},{""X"":5,""Y"":4},{""X"":5,""Y"":1},{""X"":4,""Y"":3},{""X"":4,""Y"":2},{""X"":3,""Y"":1}]",1,7
3,6,6,12,6,"[{""X"":6,""Y"":5},{""X"":6,""Y"":3},{""X"":6,""Y"":1},{""X"":5,""Y"":2},{""X"":3,""Y"":2},{""X"":2,""Y"":1}]",0,499
4,6,6,10,8,"[{""X"":6,""Y"":5},{""X"":6,""Y"":3},{""X"":5,""Y"":3},{""X"":4,""Y"":2},{""X"":3,""Y"":2},{""X"":3,""Y"":1}]",1,61
5,6,6,10,10,"[{""X"":6,""Y"":5},{""X"":6,""Y"":4},{""X"":6,""Y"":2},{""X"":6,""Y"":1},{""X"":5,""Y"":4},{""X"":4,""Y"":2}]",0,263
6,6,6,12,6,"[{""X"":6,""Y"":4},{""X"":6,""Y"":1},{""X"":5,""Y"":4},{""X"":5,""Y"":3},{""X"":4,""Y"":1},{""X"":3,""Y"":1}]",1,6
7,6,6,10,6,"[{""X"":6,""Y"":4},{""X"":6,""Y"":1},{""X"":5,""Y"":4},{""X"":5,""Y"":1},{""X"":3,""Y"":1},{""X"":2,""Y"":1}]",1,6
8,6,6,11,7,"[{""X"":6,""Y"":4},{""X"":6,""Y"":3},{""X"":6,""Y"":2},{""X"":6,""Y"":1},{""X"":5,""Y"":1},{""X"":4,""Y"":3}]",0,285
9,6,6,11,8,"[{""X"":6,""Y"":5},{""X"":6,""Y"":4},{""X"":6,""Y"":3},{""X"":5,""Y"":1},{""X"":4,""Y"":2},{""X"":3,""Y"":1}]",1,19
10,6,6,8,7,"[{""X"":6,""Y"":2},{""X"":6,""Y"":1},{""X"":5,""Y"":4},{""X"":4,""Y"":2},{""X"":4,""Y"":1},{""X"":3,""Y"":2}]",1,6
11,6,6,13,6,"[{""X"":6,""Y"":5},{""X"":5,""Y"":4},{""X"":5,""Y"":3},{""X"":5,""Y"":1},{""X"":3,""Y"":2},{""X"":2,""Y"":1}]",1,22
12,6,6,7,6,"[{""X"":5,""Y"":2},{""X"":5,""Y"":1},{""X"":4,""Y"":3},{""X"":4,""Y"":2},{""X"":4,""Y"":1},{""X"":3,""Y"":1}]",1,52
13,6,6,13,6,"[{""X"":6,""Y"":5},{""X"":6,""Y"":4},{""X"":5,""Y"":2},{""X"":4,""Y"":2},{""X"":4,""Y"":1},{""X"":2,""Y"":1}]",1,6
14,6,6,10,6,"[{""X"":6,""Y"":4},{""X"":6,""Y"":2},{""X"":6,""Y"":1},{""X"":4,""Y"":2},{""X"":4,""Y"":1},{""X"":3,""Y"":2}]",1,6
15,6,6,8,8,"[{""X"":6,""Y"":5},{""X"":5,""Y"":3},{""X"":5,""Y"":2},{""X"":4,""Y"":1},{""X"":3,""Y"":1},{""X"":2,""Y"":1}]",0,295
16,6,6,8,7,"[{""X"":6,""Y"":2},{""X"":5,""Y"":4},{""X"":5,""Y"":2},{""X"":4,""Y"":2},{""X"":4,""Y"":1},{""X"":2,""Y"":1}]",1,6
17,6,6,11,7,"[{""X"":6,""Y"":3},{""X"":5,""Y"":4},{""X"":5,""Y"":3},{""X"":4,""Y"":3},{""X"":4,""Y"":2},{""X"":4,""Y"":1}]",1,26
18,6,6,13,6,"[{""X"":6,""Y"":5},{""X"":6,""Y"":3},{""X"":6,""Y"":1},{""X"":5,""Y"":2},{""X"":4,""Y"":3},{""X"":2,""Y"":1}]",0,476
19,6,6,8,8,"[{""X"":6,""Y"":4},{""X"":5,""Y"":3},{""X"":4,""Y"":3},{""X"":4,""Y"":2},{""X"":3,""Y"":1},{""X"":2,""Y"":1}]",1,19
20,6,6,10,9,"[{""X"":6,""Y"":5},{""X"":6,""Y"":4},{""X"":6,""Y"":2},{""X"":5,""Y"":2},{""X"":4,""Y"":3},{""X"":2,""Y"":1}]",1,35
21,6,6,13,6,"[{""X"":6,""Y"":5},{""X"":6,""Y"":3},{""X"":5,""Y"":3},{""X"":5,""Y"":2},{""X"":3,""Y"":1},{""X"":2,""Y"":1}]",1,6
22,6,6,7,7,"[{""X"":6,""Y"":1},{""X"":5,""Y"":4},{""X"":5,""Y"":2},{""X"":5,""Y"":1},{""X"":3,""Y"":2},{""X"":2,""Y"":1}]",0,347
23,6,6,11,6,"[{""X"":6,""Y"":4},{""X"":6,""Y"":2},{""X"":5,""Y"":4},{""X"":5,""Y"":1},{""X"":3,""Y"":1},{""X"":2,""Y"":1}]",1,6
24,6,6,9,7,"[{""X"":6,""Y"":3},{""X"":6,""Y"":1},{""X"":5,""Y"":4},{""X"":5,""Y"":2},{""X"":5,""Y"":1},{""X"":4,""Y"":1}]",1,45
25,6,6,13,6,"[{""X"":6,""Y"":5},{""X"":6,""Y"":3},{""X"":5,""Y"":3},{""X"":5,""Y"":1},{""X"":4,""Y"":1},{""X"":3,""Y"":2}]",0,351
26,6,6,11,7,"[{""X"":6,""Y"":4},{""X"":6,""Y"":3},{""X"":5,""Y"":3},{""X"":5,""Y"":1},{""X"":4,""Y"":3},{""X"":3,""Y"":1}]",1,38
27,6,6,8,7,"[{""X"":5,""Y"":4},{""X"":5,""Y"":3},{""X"":4,""Y"":3},{""X"":4,""Y"":1},{""X"":3,""Y"":1},{""X"":2,""Y"":1}]",1,56
28,6,6,9,8,"[{""X"":6,""Y"":3},{""X"":5,""Y"":4},{""X"":5,""Y"":3},{""X"":4,""Y"":3},{""X"":4,""Y"":1},{""X"":3,""Y"":1}]",1,54
29,6,6,11,7,"[{""X"":6,""Y"":5},{""X"":5,""Y"":3},{""X"":5,""Y"":2},{""X"":4,""Y"":3},{""X"":4,""Y"":1},{""X"":3,""Y"":2}]",0,130
30,6,6,10,7,"[{""X"":6,""Y"":4},{""X"":6,""Y"":3},{""X"":6,""Y"":2},{""X"":4,""Y"":2},{""X"":3,""Y"":2},{""X"":2,""Y"":1}]",1,7
31,6,6,10,8,"[{""X"":6,""Y"":5},{""X"":6,""Y"":3},{""X"":5,""Y"":3},{""X"":5,""Y"":2},{""X"":5,""Y"":1},{""X"":2,""Y"":1}]",1,64
32,6,6,8,6,"[{""X"":6,""Y"":1},{""X"":5,""Y"":3},{""X"":5,""Y"":2},{""X"":4,""Y"":3},{""X"":3,""Y"":1},{""X"":2,""Y"":1}]",1,19
33,6,6,11,9,"[{""X"":6,""Y"":5},{""X"":6,""Y"":4},{""X"":6,""Y"":3},{""X"":6,""Y"":2},{""X"":4,""Y"":3},{""X"":3,""Y"":1}]",1,6
34,6,6,11,7,"[{""X"":6,""Y"":5},{""X"":6,""Y"":2},{""X"":5,""Y"":3},{""X"":5,""Y"":1},{""X"":4,""Y"":3},{""X"":3,""Y"":1}]",1,11
35,6,6,9,6,"[{""X"":5,""Y"":3},{""X"":5,""Y"":2},{""X"":5,""Y"":1},{""X"":4,""Y"":3},{""X"":4,""Y"":2},{""X"":4,""Y"":1}]",1,9
36,6,6,9,9,"[{""X"":6,""Y"":5},{""X"":5,""Y"":4},{""X"":5,""Y"":2},{""X"":4,""Y"":3},{""X"":3,""Y"":2},{""X"":3,""Y"":1}]",0,241
37,6,6,13,7,"[{""X"":6,""Y"":4},{""X"":6,""Y"":3},{""X"":6,""Y"":2},{""X"":5,""Y"":4},{""X"":5,""Y"":3},{""X"":2,""Y"":1}]",1,8
38,6,6,14,6,"[{""X"":6,""Y"":5},{""X"":6,""Y"":4},{""X"":5,""Y"":2},{""X"":5,""Y"":1},{""X"":4,""Y"":3},{""X"":3,""Y"":1}]",1,6
39,6,6,8,7,"[{""X"":6,""Y"":4},{""X"":6,""Y"":2},{""X"":5,""Y"":2},{""X"":5,""Y"":1},{""X"":3,""Y"":1},{""X"":2,""Y"":1}]",1,6
40,6,6,13,7,"[{""X"":6,""Y"":5},{""X"":6,""Y"":3},{""X"":6,""Y"":1},{""X"":5,""Y"":4},{""X"":5,""Y"":3},{""X"":2,""Y"":1}]",1,7
41,6,6,7,7,"[{""X"":6,""Y"":2},{""X"":5,""Y"":2},{""X"":5,""Y"":1},{""X"":4,""Y"":3},{""X"":4,""Y"":2},{""X"":2,""Y"":1}]",1,10
42,6,6,13,6,"[{""X"":6,""Y"":4},{""X"":6,""Y"":2},{""X"":5,""Y"":4},{""X"":5,""Y"":3},{""X"":5,""Y"":1},{""X"":2,""Y"":1}]",1,6
43,6,6,9,7,"[{""X"":6,""Y"":4},{""X"":6,""Y"":2},{""X"":5,""Y"":2},{""X"":4,""Y"":2},{""X"":3,""Y"":2},{""X"":3,""Y"":1}]",0,250
44,6,6,11,6,"[{""X"":6,""Y"":1},{""X"":5,""Y"":4},{""X"":5,""Y"":3},{""X"":5,""Y"":2},{""X"":4,""Y"":3},{""X"":3,""Y"":1}]",1,8
45,6,6,8,7,"[{""X"":6,""Y"":3},{""X"":6,""Y"":2},{""X"":5,""Y"":2},{""X"":5,""Y"":1},{""X"":4,""Y"":2},{""X"":3,""Y"":1}]",1,93
46,6,6,11,7,"[{""X"":6,""Y"":4},{""X"":6,""Y"":3},{""X"":6,""Y"":2},{""X"":5,""Y"":2},{""X"":5,""Y"":1},{""X"":4,""Y"":2}]",0,205
47,6,6,8,7,"[{""X"":6,""Y"":3},{""X"":6,""Y"":2},{""X"":6,""Y"":1},{""X"":5,""Y"":2},{""X"":4,""Y"":2},{""X"":2,""Y"":1}]",0,378
48,6,6,12,6,"[{""X"":6,""Y"":5},{""X"":5,""Y"":3},{""X"":5,""Y"":2},{""X"":4,""Y"":2},{""X"":3,""Y"":2},{""X"":3,""Y"":1}]",1,21
49,6,6,8,7,"[{""X"":6,""Y"":2},{""X"":6,""Y"":1},{""X"":5,""Y"":4},{""X"":4,""Y"":3},{""X"":4,""Y"":1},{""X"":2,""Y"":1}]",1,36
50,6,6,10,7,"[{""X"":6,""Y"":3},{""X"":6,""Y"":2},{""X"":5,""Y"":4},{""X"":5,""Y"":2},{""X"":4,""Y"":2},{""X"":2,""Y"":1}]",1,7
51,6,6,11,9,"[{""X"":6,""Y"":5},{""X"":6,""Y"":4},{""X"":6,""Y"":3},{""X"":5,""Y"":3},{""X"":4,""Y"":2},{""X"":4,""Y"":1}]",0,292
